plan_id,stage,variant,month_end,decision_time,entry_time,exit_time,holding_days,weight,entry_price,exit_price,quantity_per_unit_plan_capital,funding_events,funding_rate_sum,actual_funding_return,stress_funding_return,favorable_vbt_price_cost_return,favorable_manual_price_cost_return,favorable_reconciliation_error,favorable_net_return,base_vbt_price_cost_return,base_manual_price_cost_return,base_reconciliation_error,base_net_return,stress_vbt_price_cost_return,stress_manual_price_cost_return,stress_reconciliation_error,stress_net_return
development-tom5-202201,development,tom5,2022-01-31T00:00:00Z,2022-01-29T23:59:59Z,2022-01-30T00:00:00Z,2022-02-04T00:00:00Z,5.0,0.5,38150.0,37287.33,1.310615989515072e-05,15,0.0001851,-9.416384347851595e-05,-0.0003162222359050308,-0.011899507182175584,-0.011899507182175598,1.3877787807814457e-17,-0.0119936710256541,-0.012888207674993435,-0.012888207674993336,-9.8879238130678e-17,-0.01298237151847195,-0.013876908167811286,-0.013876908167811263,-2.2551405187698492e-17,-0.014193130403716317
development-tom5-202202,development,tom5,2022-02-28T00:00:00Z,2022-02-26T23:59:59Z,2022-02-27T00:00:00Z,2022-03-04T00:00:00Z,5.0,0.5,39099.3,42449.6,1.2787952725496363e-05,15,0.00045072,-0.0002705734939834909,-0.0005860053458541626,0.04221777192942067,0.042217771929420674,-6.938893903907228e-18,0.04194719843543718,0.041174954157491284,0.04117495415749132,-3.469446951953614e-17,0.040904380663507794,0.04013213638556179,0.04013213638556179,0.0,0.039546131039707624
development-tom5-202203,development,tom5,2022-03-31T00:00:00Z,2022-03-29T23:59:59Z,2022-03-30T00:00:00Z,2022-04-04T00:00:00Z,5.0,0.5,47418.5,46392.3,1.054440777333741e-05,14,0.0013681900000000002,-0.0006700387503826652,-0.001005058125573998,-0.011414178854244561,-0.01141417885424462,5.898059818321144e-17,-0.012084217604627226,-0.012403364675390327,-0.01240336467539029,-3.642919299551295e-17,-0.013073403425772992,-0.013392550496536093,-0.013392550496536116,2.2551405187698492e-17,-0.014397608622110092
development-tom5-202204,development,tom5,2022-04-30T00:00:00Z,2022-04-28T23:59:59Z,2022-04-29T00:00:00Z,2022-05-04T00:00:00Z,5.0,0.5,39732.5,37713.0,1.2584156546907443e-05,14,0.0008521700000000002,-0.0004145182099556476,-0.0006672684649097229,-0.025998455923991692,-0.025998455923991696,3.469446951953614e-18,-0.02641297413394734,-0.026973057468067718,-0.02697305746806772,3.469446951953614e-18,-0.027387575678023367,-0.027947659012143633,-0.02794765901214366,2.7755575615628914e-17,-0.028614927477053357
development-tom5-202205,development,tom5,2022-05-31T00:00:00Z,2022-05-29T23:59:59Z,2022-05-30T00:00:00Z,2022-06-04T00:00:00Z,5.0,0.5,29452.6,29682.8,1.6976429924692558e-05,14,0.0008502300000000001,-0.0004501629757930213,-0.000707564742720706,0.0033056293841631224,0.003305629384163041,8.153200337090993e-17,0.002855466408370101,0.002301723754778995,0.002301723754778953,4.163336342344337e-17,0.0018515607789859735,0.0012978181253946453,0.0012978181253946795,-3.426078865054194e-17,0.0005902533826739392
development-tom5-202206,development,tom5,2022-06-30T00:00:00Z,2022-06-28T23:59:59Z,2022-06-29T00:00:00Z,2022-07-04T00:00:00Z,5.0,0.5,20268.7,19306.0,2.4668577659149327e-05,14,-7.759999999999993e-06,2.6224043951218504e-06,-0.0001911395209678312,-0.024334190648635567,-0.0243341906486356,3.122502256758253e-17,-0.024331568244240445,-0.025310456457986963,-0.025310456457986897,-6.591949208711867e-17,-0.02530783405359184,-0.026286722267338358,-0.026286722267338376,1.734723475976807e-17,-0.02647786178830619
development-tom5-202207,development,tom5,2022-07-31T00:00:00Z,2022-07-29T23:59:59Z,2022-07-30T00:00:00Z,2022-08-04T00:00:00Z,5.0,0.5,23771.0,22801.5,2.103403306549998e-05,15,0.00109098,-0.0005405663091518879,-0.0008299846881609645,-0.020980259559967962,-0.02098025955996803,6.938893903907228e-17,-0.02152082586911985,-0.021959879300408103,-0.02195987930040803,-7.28583859910259e-17,-0.02250044560955999,-0.02293949904084802,-0.022939499040848105,8.326672684688674e-17,-0.023769483729008986
development-tom5-202208,development,tom5,2022-08-31T00:00:00Z,2022-08-29T23:59:59Z,2022-08-30T00:00:00Z,2022-09-04T00:00:00Z,5.0,0.5,20275.5,19820.7,2.4660304308155163e-05,15,0.00037993999999999994,-0.00018800879337686554,-0.0003388419120321067,-0.01180877709550926,-0.01180877709550934,7.979727989493313e-17,-0.011996785888886126,-0.012797568318413832,-0.01279756831841374,-9.194034422677078e-17,-0.012985577111790698,-0.013786359541318294,-0.01378635954131832,2.6020852139652106e-17,-0.014125201453350401
development-tom5-202209,development,tom5,2022-09-30T00:00:00Z,2022-09-28T23:59:59Z,2022-09-29T00:00:00Z,2022-10-04T00:00:00Z,5.0,0.5,19407.4,19621.9,2.576336861197275e-05,15,0.0010798400000000003,-0.0005391950605863791,-0.0008087925908795688,0.004922926821727902,0.0049229268217277945,1.0755285551056204e-16,0.004383731761141523,0.003917403894906135,0.003917403894906203,-6.765421556309548e-17,0.0033782088343197562,0.0029118809680843682,0.0029118809680843314,3.686287386450715e-17,0.0021030883772047994
development-tom5-202210,development,tom5,2022-10-31T00:00:00Z,2022-10-29T23:59:59Z,2022-10-30T00:00:00Z,2022-11-04T00:00:00Z,5.0,0.5,20796.7,20199.8,2.4042275938009395e-05,15,0.0004072,-0.00020000713677518247,-0.00030752392894346976,-0.014942224006693372,-0.014942224006693403,3.122502256758253e-17,-0.015142231143468554,-0.01592788178268667,-0.01592788178268665,-2.0816681711721685e-17,-0.016127888919461854,-0.016913539558680024,-0.016913539558680073,4.85722573273506e-17,-0.017221063487623495
development-tom5-202211,development,tom5,2022-11-30T00:00:00Z,2022-11-28T23:59:59Z,2022-11-29T00:00:00Z,2022-12-04T00:00:00Z,5.0,0.5,16204.6,16879.5,3.085543611073399e-05,14,0.00052467,-0.00027301836053657947,-0.0004574156914997206,0.020211839230835693,0.020211839230835672,2.0816681711721685e-17,0.019938820870299113,0.01919102739160483,0.019191027391604897,-6.591949208711867e-17,0.01891800903106825,0.01817021555237397,0.018170215552373945,2.42861286636753e-17,0.017712799860874248
development-tom5-202212,development,tom5,2022-12-31T00:00:00Z,2022-12-29T23:59:59Z,2022-12-30T00:00:00Z,2023-01-04T00:00:00Z,5.0,0.5,16630.3,16667.3,3.0065603146064713e-05,15,0.00093437,-0.00046600706506910424,-0.0007283276948095261,0.0005117598600146156,0.000511759860014552,6.364266752489911e-17,4.575279494551136e-05,-0.0004893518998454471,-0.0004893518998454042,-4.2934406030425976e-17,-0.0009553589649145514,-0.0014904636597053988,-0.0014904636597054698,7.090682208055199e-17,-0.0022187913545149247
development-tom5-202301,development,tom5,2023-01-31T00:00:00Z,2023-01-29T23:59:59Z,2023-01-30T00:00:00Z,2023-02-04T00:00:00Z,5.0,0.5,23740.2,23424.7,2.106132214555901e-05,15,0.0015000000000000002,-0.0007383037926023159,-0.0011074556889034738,-0.007240860228641677,-0.007240860228641712,3.5561831257524545e-17,-0.007979164021243993,-0.008234219368413065,-0.008234219368412989,-7.632783294297951e-17,-0.008972523161015381,-0.009227578508184453,-0.009227578508184418,-3.469446951953614e-17,-0.010335034197087927
development-tom5-202302,development,tom5,2023-02-28T00:00:00Z,2023-02-26T23:59:59Z,2023-02-27T00:00:00Z,2023-03-04T00:00:00Z,5.0,0.5,23545.2,22342.8,2.123575081120568e-05,15,0.00078981,-0.000395753767197415,-0.0006146498321098144,-0.026118546455328517,-0.026118546455328507,-1.0408340855860843e-17,-0.026514300222525933,-0.027093027908873135,-0.02709302790887308,-5.551115123125783e-17,-0.02748878167607055,-0.028067509362417864,-0.028067509362417885,2.0816681711721685e-17,-0.028682159194527677
development-tom5-202303,development,tom5,2023-03-31T00:00:00Z,2023-03-29T23:59:59Z,2023-03-30T00:00:00Z,2023-04-04T00:00:00Z,5.0,0.5,28338.6,27786.1,1.7643779156345058e-05,14,0.0007138800000000002,-0.0003571762552573393,-0.0005552831458347786,-0.010342339071090223,-0.010342339071090315,9.194034422677078e-17,-0.010699515326347562,-0.01133259673201914,-0.011332596732019166,2.6020852139652106e-17,-0.011689772987276479,-0.012322854392948057,-0.012322854392948083,2.6020852139652106e-17,-0.012878137538782836
development-tom5-202304,development,tom5,2023-04-30T00:00:00Z,2023-04-28T23:59:59Z,2023-04-29T00:00:00Z,2023-05-04T00:00:00Z,5.0,0.5,29300.0,29018.4,1.7064846416382253e-05,16,0.0006196699999999999,-0.0003060249683003533,-0.0004901404379151158,-0.005402577474402648,-0.005402577474402705,5.724587470723463e-17,-0.005708602442703001,-0.006397774896928277,-0.006397774896928243,-3.382710778154774e-17,-0.00670379986522863,-0.007392972319453905,-0.007392972319453904,-1.734723475976807e-18,-0.007883112757369021
development-tom5-202305,development,tom5,2023-05-31T00:00:00Z,2023-05-29T23:59:59Z,2023-05-30T00:00:00Z,2023-06-04T00:00:00Z,5.0,0.5,27722.1,27054.9,1.80361516623921e-05,16,0.00107712,-0.0005276897580313606,-0.0007915346370470409,-0.012626500156914466,-0.012626500156914468,1.734723475976807e-18,-0.013154189914945828,-0.013614473656757498,-0.013614473656757456,-4.163336342344337e-17,-0.014142163414788859,-0.014602447156600584,-0.01460244715660064,5.551115123125783e-17,-0.015393981793647624
development-tom5-202306,development,tom5,2023-06-30T00:00:00Z,2023-06-28T23:59:59Z,2023-06-29T00:00:00Z,2023-07-04T00:00:00Z,5.0,0.5,30066.3,31149.0,1.6629914555499013e-05,14,0.0013930000000000004,-0.000707295226386519,-0.0010609428395797788,0.01739440536414516,0.017394405364145254,-9.367506770274758e-17,0.016687110137758643,0.016376410958781173,0.016376410958781167,6.938893903907228e-18,0.015669115732394656,0.015358416553416965,0.015358416553416961,3.469446951953614e-18,0.014297473713837185
development-tom5-202307,development,tom5,2023-07-31T00:00:00Z,2023-07-29T23:59:59Z,2023-07-30T00:00:00Z,2023-08-04T00:00:00Z,5.0,0.5,29339.1,29180.1,1.7042104222692587e-05,15,0.0011907100000000004,-0.0005936725436168647,-0.000890508815425297,-0.0033080687546652165,-0.0033080687546652764,5.984795992119984e-17,-0.003901741298282081,-0.004305360685910642,-0.004305360685910592,-5.0306980803327406e-17,-0.004899033229527507,-0.005302652617155845,-0.005302652617155906,6.071532165918825e-17,-0.006193161432581142
development-tom5-202308,development,tom5,2023-08-31T00:00:00Z,2023-08-29T23:59:59Z,2023-08-30T00:00:00Z,2023-09-04T00:00:00Z,5.0,0.5,27700.1,25962.1,1.8050476352070932e-05,15,0.00057924,-0.00027700147679838314,-0.0004249304719517558,-0.031952904863159326,-0.03195290486315935,2.0816681711721685e-17,-0.03222990633995771,-0.03292155195829616,-0.032921551958296165,6.938893903907228e-18,-0.03319855343509454,-0.033890199053433046,-0.033890199053433046,0.0,-0.0343151295253848
development-tom5-202309,development,tom5,2023-09-30T00:00:00Z,2023-09-28T23:59:59Z,2023-09-29T00:00:00Z,2023-10-04T00:00:00Z,5.0,0.5,27011.7,27412.0,1.851049730302054e-05,15,0.00018806,-9.588681605173576e-05,-0.0001788752740609343,0.00680530621915687,0.00680530621915687,0.0,0.006709419403105135,0.005797900912937637,0.005797900912937793,-1.5612511283791264e-16,0.005702014096885901,0.0047904956067185145,0.004790495606718513,1.734723475976807e-18,0.004611620332657581
development-tom5-202310,development,tom5,2023-10-31T00:00:00Z,2023-10-29T23:59:59Z,2023-10-30T00:00:00Z,2023-11-04T00:00:00Z,5.0,0.5,34528.6,34700.5,1.4480749291891361e-05,15,0.0015000000000000002,-0.0007521647082138141,-0.0011282470623207213,0.001887747258794259,0.0018877472587941803,7.871307772244762e-17,0.001135582550580445,0.0008852595115355077,0.000885259511535432,7.578573185673676e-17,0.0001330948033216936,-0.00011722823572346552,-0.00011722823572342188,-4.3639137442541553e-17,-0.0012454752980441868
development-tom5-202311,development,tom5,2023-11-30T00:00:00Z,2023-11-28T23:59:59Z,2023-11-29T00:00:00Z,2023-12-04T00:00:00Z,5.0,0.5,37812.0,39979.8,1.3223315349624457e-05,16,0.00155464,-0.0007914751981584816,-0.0011872127972377224,0.02804830371310696,0.028048303713106987,-2.7755575615628914e-17,0.027256828514948477,0.027019655409393883,0.027019655409393894,-1.0408340855860843e-17,0.0262281802112354,0.025991007105680808,0.0259910071056807,1.0755285551056204e-16,0.024803794308443084
development-tom5-202312,development,tom5,2023-12-31T00:00:00Z,2023-12-29T23:59:59Z,2023-12-30T00:00:00Z,2024-01-04T00:00:00Z,5.0,0.5,42095.1,42849.5,1.187786702015199e-05,16,0.0052174000000000005,-0.002684472921504731,-0.004026709382257096,0.008355286482274682,0.008355286482274677,5.204170427930421e-18,0.0056708135607699516,0.0073463311957924216,0.007346331195792458,-3.642919299551295e-17,0.004661858274287691,0.006337375909310161,0.006337375909310153,7.806255641895632e-18,0.0023106665270530655
